"2026-04-20 20:42:25.590" Selfbus garage door gateway
"2026-04-20 20:42:25.609" Tx/Rx;frame;count;delta ms;crc status;frame crc;calculated crc
"2026-04-20 20:44:37.098" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:37.241" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:37.384" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:37.508" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:37.648" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:37.793" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:37.925" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:38.067" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:38.195" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:38.334" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:38.478" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:38.608" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:38.749" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:38.893" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:39.018" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:39.160" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:39.290" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:39.428" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:39.576" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:39.698" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:39.844" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:39.968" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:40.117" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:40.259" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:40.385" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:40.528" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:40.657" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:40.799" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:40.940" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:41.070" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:41.208" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:41.355" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:41.478" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:41.623" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:41.748" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:41.896" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:42.038" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:42.166" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:42.308" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:42.448" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:42.531" Rx;28 02 01 80 0D;5;94;ok;0D;0D
"2026-04-20 20:44:42.547" Tx;80 D2 14 28 2A;5;2;ok;2A;2A
"2026-04-20 20:44:42.578" Rx;00 01 02 CA;4;41;ok;CA;CA
"2026-04-20 20:44:42.718" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:42.848" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:42.992" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:43.128" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:43.258" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:43.405" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:43.532" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:43.675" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:43.818" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:43.945" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:44.088" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:44.215" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:44.358" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:44.498" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:44.628" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:44.768" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:44.914" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:45.038" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:45.182" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:45.309" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:45.448" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:45.596" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:45.718" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:45.858" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:46.011" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:46.132" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:46.278" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:46.398" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:46.548" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:46.688" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:46.818" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:46.958" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:47.088" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:47.233" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:47.377" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:47.504" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:47.645" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:47.790" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:47.917" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:48.058" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:48.187" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:48.330" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:48.472" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:48.599" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:48.742" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:48.869" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:49.012" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:49.156" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:49.283" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:49.426" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:49.569" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:49.692" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:49.838" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:49.966" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:50.108" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:50.250" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:50.379" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:50.520" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:50.649" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:50.788" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:50.934" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:51.059" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:51.205" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:51.331" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:51.472" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:51.618" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:51.745" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:51.888" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:52.029" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:52.158" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:52.299" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:52.429" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:52.571" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:52.711" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:52.842" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:52.933" Rx;28 02 01 80 0D;5;94;ok;0D;0D
"2026-04-20 20:44:52.949" Tx;80 E2 14 28 CB;5;2;ok;CB;CB
"2026-04-20 20:44:52.982" Rx;00 01 02 CA;4;41;ok;CA;CA
"2026-04-20 20:44:53.128" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:53.254" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:53.398" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:53.522" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:53.668" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:53.808" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:53.938" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:54.078" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:54.204" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:54.350" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:54.494" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:54.621" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:54.764" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:54.903" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:55.031" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:55.174" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:55.304" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:55.444" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:55.589" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:55.717" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:55.860" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:55.985" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:56.129" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:56.273" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:56.400" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:56.541" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:56.686" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:56.813" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:56.956" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:57.082" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:57.226" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:57.368" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:57.496" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:57.639" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:57.766" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:57.908" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:58.048" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:58.179" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:58.320" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:58.465" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:58.592" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:58.734" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:58.862" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:59.003" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:59.148" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:59.271" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:59.418" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:59.543" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:59.688" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:59.831" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:59.958" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:00.101" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:00.228" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:00.371" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:00.511" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:00.640" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:00.783" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:00.927" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:01.055" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:01.198" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:01.324" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:01.464" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:01.611" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:01.737" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:01.878" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:02.020" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:02.149" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:02.294" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:02.421" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:02.563" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:02.707" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:02.833" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:02.976" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:03.104" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:03.247" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:03.342" Rx;28 02 01 80 0D;5;95;ok;0D;0D
"2026-04-20 20:45:03.355" Tx;80 F2 14 28 69;5;2;ok;69;69
"2026-04-20 20:45:03.388" Rx;00 01 02 CA;4;41;ok;CA;CA
"2026-04-20 20:45:03.517" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:03.658" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:03.802" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:03.928" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:04.069" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:04.198" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:04.341" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:04.485" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:04.611" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:04.755" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:04.882" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:05.023" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:05.168" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:05.296" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:05.438" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:05.582" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:05.708" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:05.851" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:05.978" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:06.120" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:06.265" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:06.391" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:06.534" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:06.658" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:06.805" Rx;00 01 02 CA;4;139;ok;CA;CA
"2026-04-20 20:45:06.948" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:07.075" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:07.218" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:07.342" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:07.488" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:07.630" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:07.758" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:07.900" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:08.043" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:08.171" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:08.314" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:08.439" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:08.583" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:08.726" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:08.853" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:08.994" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:09.125" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:09.267" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:09.411" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:09.536" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:09.679" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:09.821" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:09.949" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:10.093" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:10.220" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:10.364" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:10.507" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:10.633" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:10.777" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:10.920" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:11.046" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:11.188" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:11.317" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:11.458" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:11.600" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:11.730" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:11.873" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:11.999" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:12.143" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:12.284" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:12.413" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:12.556" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:12.699" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:12.822" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:12.968" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:13.096" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:13.239" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:13.382" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:13.509" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:13.648" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:13.747" Rx;28 02 01 80 0D;5;95;ok;0D;0D
"2026-04-20 20:45:13.747" Tx;80 02 14 28 05;5;2;ok;05;05
"2026-04-20 20:45:13.778" Rx;00 01 02 CA;4;39;ok;CA;CA
"2026-04-20 20:45:13.918" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:14.061" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:14.192" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:14.332" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:14.462" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:14.603" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:14.748" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:14.875" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:15.018" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:15.161" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:15.288" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:15.429" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:15.558" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:15.698" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:15.844" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:15.968" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:16.114" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:16.242" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:16.385" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:16.526" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:16.652" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:16.797" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:16.938" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:17.068" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:17.209" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:17.338" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:17.478" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:17.620" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:17.749" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:17.893" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:18.034" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:18.164" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:18.303" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:18.433" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:18.577" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:18.719" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:18.847" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:18.989" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:19.115" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:19.259" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:19.400" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:19.529" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:19.673" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:19.816" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:19.943" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:20.084" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:20.209" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:20.354" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:20.498" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:45:20.624" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:45:20.768" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:20.896" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:21.038" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:45:21.179" Rx;00 01 02 CA;4;138;ok;CA;CA
